69,2,-128,2,-79,127,-108,127,-13,-24,-5,-8,16,-93,-52,-43,handClose
4,-38,-27,-7,-23,5,39,14,-1,27,5,11,-2,99,3,0,handClose
-29,1,99,-5,64,-128,26,32,42,-20,-91,14,-56,80,-28,116,handClose
52,-17,-128,-5,-104,127,-36,-65,-22,-18,9,-69,7,-69,38,8,handClose
0,-23,-1,-3,18,-1,16,40,-44,42,127,33,60,-119,0,-28,handClose
-54,8,127,-3,88,-128,-4,78,26,-32,-73,-20,-29,12,-21,127,handClose
46,13,-118,13,-77,127,9,-20,-33,-1,87,-4,66,-119,9,127,handClose
-41,-25,34,-22,18,127,18,-23,3,37,12,18,-28,-128,-5,4,handClose
-29,43,127,30,67,-128,25,63,37,-28,-102,-6,-42,74,-17,4,handClose
56,-10,-128,-10,-85,123,-49,-111,-35,16,127,-38,88,-128,73,5,handClose
-9,-30,-22,15,18,-10,-40,-3,48,23,-120,31,-62,127,10,10,handClose
12,25,-23,-7,-11,-40,1,85,-1,-28,-48,-31,-29,35,-39,-58,handClose
15,-40,-60,-16,-52,118,-69,-128,-46,0,82,10,53,-111,18,-128,handClose
-26,-13,26,-14,35,-84,8,-21,56,-14,-128,9,-68,127,-35,-31,handClose
-8,41,127,20,56,-48,107,127,-7,-22,-2,-11,-11,25,-21,64,handClose
41,-20,-52,-43,-23,-10,-62,127,-73,35,127,16,102,-128,17,-8,handClose
-7,9,96,20,72,-104,116,19,50,-3,-128,19,-101,127,-25,-63,handClose
0,40,10,23,2,34,-38,52,-19,-13,43,0,30,-99,37,-23,handClose
25,-27,-90,-18,-77,127,-62,-11,-32,25,115,22,48,-52,23,96,handClose
-79,16,127,-7,83,-128,-17,-46,58,-20,-128,-22,-92,127,-45,-96,handClose
80,14,-128,22,-70,127,12,58,2,-16,20,-13,18,-62,19,-7,handClose
-2,-33,-35,-9,-23,42,-25,-121,31,22,-30,12,-17,51,51,-128,handClose
-42,0,89,-44,51,-128,-7,33,26,-27,-85,-18,-40,49,-5,-10,handClose
54,0,-124,14,-90,75,-5,-18,-24,-6,86,10,28,-120,-28,0,handClose
-7,-20,1,-10,25,-128,-16,-21,-30,22,58,-4,40,-7,17,21,handClose
-72,5,127,5,67,-74,31,27,-10,-27,-33,-22,-26,-40,-46,-110,handClose
60,10,-128,-4,-78,127,-40,-36,-22,-2,69,0,63,-128,58,127,handClose
-22,-13,52,-1,34,-32,22,-41,27,35,4,34,-26,49,-22,19,handClose
-25,25,68,-6,31,-31,22,49,38,-22,-66,-13,-41,42,-6,9,handClose
51,-3,-128,10,-90,127,-62,-128,-69,27,127,13,100,-128,13,-7,handClose
-4,-12,30,-7,19,-75,22,89,36,-10,-128,-20,-121,127,-58,-87,handClose
4,23,-65,16,-27,91,-16,-81,18,-22,-12,2,2,-44,18,51,handClose
24,-34,-59,-18,-40,51,-39,-33,-40,2,104,-15,46,-128,-4,10,handClose
-38,-16,35,-25,36,-39,25,-99,46,-25,-128,-8,-86,127,-37,-101,handClose
-29,35,75,17,45,-59,26,-55,-3,-19,18,-11,-10,-112,5,60,handClose
15,-18,-31,-11,-2,-128,9,-18,-60,25,127,-13,105,-128,40,29,handClose
-35,-4,118,-5,55,-88,9,89,37,3,-128,14,-109,127,-56,-128,handClose
-14,41,-3,54,-14,127,0,-128,-18,-3,51,1,53,-114,63,127,handClose
-2,-38,-58,-17,-42,53,-44,-107,-11,48,94,33,50,31,12,20,handClose
-51,32,127,15,89,-128,15,-41,64,-24,-128,-1,-100,127,-56,-15,handClose
50,-5,-128,0,-96,127,-39,-43,-21,-21,17,-15,23,-51,8,-101,handClose
4,-31,-12,-21,-3,20,-3,-9,30,27,-51,10,-29,127,31,-23,handClose
-59,6,126,-5,44,-128,-27,-119,9,-30,-68,-30,-35,-28,-23,-98,handClose
