127,51,79,97,-56,117,82,107,-128,43,127,103,14,-128,-17,-81,handClose
67,17,46,54,97,-6,-57,-116,-128,127,127,67,-128,-128,-128,-69,handClose
-128,-105,40,-34,59,127,102,-25,62,-22,-128,-63,-70,108,91,25,handClose
-128,127,127,48,15,17,2,-10,-128,-104,89,-24,47,96,22,-123,handClose
127,-118,-128,-68,-84,-125,-63,2,127,69,124,12,-30,-113,-65,127,handClose
-96,127,122,-23,127,40,21,27,12,-49,-66,-32,-113,-104,-46,-25,handClose
-128,-107,-128,-39,-128,-128,-128,-128,-128,9,81,0,33,75,-1,-69,handClose
127,28,119,21,127,127,127,127,127,77,127,53,30,-128,-14,61,handClose
-128,-95,18,-40,-75,-128,-81,-39,-128,-5,-128,-82,-23,-128,-56,-17,handClose
-128,16,102,30,-38,35,-5,-31,127,-128,-128,-49,105,127,107,14,handClose
127,35,127,35,11,50,30,27,-128,32,127,8,-11,-90,-40,33,handClose
-37,-42,-11,0,-9,-15,-15,13,57,59,-83,-128,-128,-128,-124,-128,handClose
-93,25,1,0,-10,47,16,-7,-110,-20,-128,-19,67,56,-2,5,handClose
88,-99,122,-32,-86,-128,-59,-13,-21,18,16,0,46,59,5,-29,handClose
127,-5,77,-83,-50,-10,-19,8,-119,-57,-95,36,127,127,87,20,handClose
-33,94,84,-4,106,127,75,50,-128,-27,79,38,-60,-128,-99,-68,handClose
-128,-14,-10,17,10,-58,-70,-66,127,37,127,-55,-15,81,68,81,handClose
-89,-78,4,17,4,-89,-57,-45,-60,15,68,-8,-17,-38,-27,-44,handClose
-126,-1,91,-22,-34,12,-1,-15,127,-20,127,36,-10,-57,-17,52,handClose
-21,10,-56,-13,-18,-27,-45,-52,-64,40,74,31,60,12,11,8,handClose
-68,5,-25,28,-83,-128,-97,-15,83,50,18,-72,-99,-46,-44,-9,handClose
127,75,127,-8,43,-83,38,46,-60,-128,-128,-14,68,127,41,-65,handClose
127,-68,-128,9,-13,-128,47,127,-90,-113,-12,93,-35,-98,-51,-43,handClose
-45,33,33,17,-2,-11,-11,-62,124,5,127,21,-19,-3,-16,1,handClose
-128,27,127,20,19,13,-29,-108,-128,-42,127,-45,14,-74,-25,-87,handClose
127,-128,-128,103,-12,-73,-32,125,-18,93,127,127,45,-25,-4,22,handClose
99,41,-77,11,57,111,22,7,-82,44,127,-64,-25,23,-5,-10,handClose
-128,-128,-128,-49,-71,-55,-82,-128,-128,-60,-44,-92,-60,-17,-47,-77,handClose
127,86,127,38,127,70,29,116,127,34,107,49,26,31,79,68,handClose
127,127,127,-58,18,79,8,62,-128,-9,78,-28,-128,-128,-108,-56,handClose
127,-66,-128,-46,-4,91,12,90,3,3,124,20,110,127,91,17,handClose
-128,-60,-51,55,25,-61,-33,-65,-108,-19,51,-10,-81,-113,-73,-66,handClose
127,127,127,39,-22,-4,18,127,-128,75,103,46,91,127,127,-33,handClose
62,-11,-45,-36,44,127,67,-59,5,50,98,54,110,117,47,8,handClose
-58,-128,-128,-35,-128,-128,-128,-107,-51,-23,127,-67,-77,-128,-55,-13,handClose
-47,79,57,33,127,127,81,61,-44,4,-14,-14,-18,-68,-47,-28,handClose
93,-113,-85,-91,-119,-120,-62,-24,-4,127,114,63,50,79,91,22,handClose
-128,-27,92,-20,-74,-128,-128,-83,127,92,46,113,127,127,127,127,handClose
-128,-14,60,66,12,-17,9,-44,-128,-97,127,36,-40,-70,-102,-128,handClose
127,50,102,-68,-26,-13,38,65,69,114,127,53,7,-58,-68,-8,handClose
-128,-103,79,5,-78,-128,-72,-113,91,-128,-128,-82,-86,12,6,-7,handClose
127,-16,-128,-72,0,127,106,121,-100,-6,113,13,24,106,52,9,handClose
62,19,127,-61,-44,-128,-46,30,127,0,96,65,-77,-128,-58,127,handClose
72,107,40,-23,57,79,48,14,-95,127,-128,-68,71,73,13,-50,handClose
-62,-128,-128,-62,-127,-128,-128,-40,-128,-21,127,89,6,127,114,-48,handClose
127,127,127,113,49,76,72,44,10,23,-28,39,33,-21,-9,62,handClose
127,94,127,33,96,59,111,127,127,-76,-39,15,19,1,7,81,handClose
46,3,59,-12,17,48,-6,-23,-7,104,127,61,-4,5,23,17,handClose
