46,103,127,73,63,64,23,16,127,101,58,-72,-32,127,75,85,handClose
-44,-77,-128,10,3,-45,-16,-6,8,-76,-128,-86,-77,-55,-51,-34,handClose
-128,121,127,72,63,38,12,-13,67,127,127,18,38,35,127,127,handClose
127,-106,85,-56,-86,-52,-8,58,127,-24,58,8,12,-31,24,127,handClose
-99,4,-94,31,-74,-128,-128,-85,-128,-104,-128,-47,-29,-109,-114,-128,handClose
25,52,127,24,127,127,127,57,-128,-99,49,5,-26,-128,-101,-99,handClose
92,34,24,71,-17,-56,-11,31,127,58,11,86,40,101,63,76,handClose
127,-9,-54,-25,-9,59,48,69,-128,67,-89,-10,-34,-57,-53,-95,handClose
-40,-53,-32,21,24,27,19,41,-128,-128,127,-76,-67,-116,-46,-35,handClose
-110,-128,127,107,63,22,12,50,-128,-35,-47,-18,-28,-7,-4,-36,handClose
127,-41,47,-75,-45,-72,-36,-84,127,84,127,72,46,-7,9,8,handClose
-128,-88,127,18,-69,-88,-77,-112,-15,-67,-114,-78,-3,49,30,9,handClose
127,117,127,-18,101,109,112,124,-128,-56,127,27,-9,-16,-22,-32,handClose
127,-43,-128,31,103,64,69,34,57,-79,-128,86,-53,-114,-45,37,handClose
-128,38,-43,9,39,89,40,-5,-128,7,122,-128,-62,-63,-29,-25,handClose
-125,52,-11,20,30,-16,-20,-37,127,45,127,-19,-37,-45,-20,-77,handClose
101,-15,67,-15,-38,-16,-11,16,-28,50,48,18,23,-2,20,4,handClose
-36,-59,-37,41,25,-2,-10,-35,127,127,102,-45,110,127,125,127,handClose
-128,-26,127,110,-51,-33,4,32,-67,34,100,10,-20,-35,6,23,handClose
127,39,127,17,-38,-43,-38,48,-128,-78,38,15,-27,-43,-52,-86,handClose
96,-128,-128,-87,2,5,-16,20,-128,-53,-128,5,6,60,42,-20,handClose
-128,-8,127,89,63,62,43,-86,127,52,-128,-95,-41,111,65,127,handClose
62,127,-128,-43,-24,-87,-114,-68,-100,46,92,14,26,8,-16,-19,handClose
13,108,107,-14,35,-34,-36,-30,-63,74,42,86,30,37,27,-2,handClose
-89,-128,-128,-116,-88,0,30,-71,-11,35,1,-47,-45,-109,-47,50,handClose
-52,-18,-98,-19,-41,-77,-65,-28,-128,8,-6,-12,-59,-128,-86,-72,handClose
120,-59,19,26,17,-64,5,60,127,-20,-128,-7,35,14,2,97,handClose
-53,-53,127,-61,-36,-128,-30,-25,-72,-92,-128,-15,92,127,119,16,handClose
127,-128,-128,-12,-30,-64,-66,-64,-78,-128,-128,-17,-59,-47,-33,-21,handClose
127,127,127,66,32,46,59,84,-128,10,42,2,-50,-68,-42,-51,handClose
27,48,127,63,29,-30,-29,1,127,-19,127,4,-24,-24,21,36,handClose
-59,-62,-96,-42,63,27,8,-41,-128,1,127,91,127,127,21,-51,handClose
54,127,-128,-109,-128,-77,-27,7,127,31,-128,-117,-54,-106,-69,11,handClose
-67,-128,35,61,-35,-81,-44,-56,-128,-60,98,44,83,81,40,-110,handClose
127,55,127,10,31,-28,-5,55,127,127,36,12,-41,-128,-1,127,handClose
-42,41,-128,-75,-57,-47,-53,-50,-128,-64,-100,-6,12,-82,3,-59,handClose
-128,19,127,53,31,8,-24,-54,-51,127,127,60,11,-52,2,7,handClose
127,35,95,-8,5,61,35,73,-128,53,127,67,83,52,53,-40,handClose
-83,-19,-112,-63,-83,-128,-109,-56,-11,-128,-128,-42,-19,-64,-9,79,handClose
-128,-43,127,2,-6,-54,-67,-118,127,125,127,3,-49,-84,-65,37,handClose
127,-93,68,19,57,127,127,127,-128,-83,-128,-22,17,76,38,-9,handClose
-128,-22,127,30,-26,-55,-59,-27,67,-128,-128,-78,91,127,114,72,handClose
106,-22,127,67,-90,-119,-76,-105,-128,55,105,-56,-51,-128,-114,-93,handClose
-128,21,15,54,-12,-72,-55,-51,-128,-50,127,62,100,55,81,-95,handClose
25,127,127,54,1,-3,-30,-32,127,-23,-128,-111,-52,-98,-69,30,handClose
-10,81,-55,15,-26,22,-4,-29,89,-60,-128,-121,-128,-128,-93,-52,handClose
-128,28,-53,-8,10,-33,8,-48,-48,54,127,-27,127,127,127,46,handClose
127,127,127,81,25,-22,0,-34,127,-22,-128,11,22,-3,26,120,handClose
127,-91,103,-106,-128,-128,-97,14,-128,11,63,63,6,-5,-62,-83,handClose
-128,-113,113,75,54,68,34,-46,-128,22,19,43,-89,-128,-100,-88,handClose
127,-128,-100,-5,-23,8,34,118,-124,23,3,-20,25,-67,16,-17,handClose
-128,48,127,71,-85,-128,-128,-68,127,54,-90,-32,-55,-58,-60,20,handClose
127,-28,-128,-25,111,127,127,17,-40,56,56,-8,48,77,57,82,handClose
107,-113,-12,14,-3,48,80,107,-34,-118,73,127,127,127,100,11,handClose
-122,10,127,-78,-116,-128,-117,-65,127,98,127,54,31,-20,11,48,handClose
-4,-4,-3,16,6,-9,-5,0,-3,-2,-3,-7,-5,-11,-8,-1,handOpen
-1,1,3,23,4,9,4,0,6,0,-8,20,21,2,3,0,handOpen
-4,1,12,-52,-24,-6,-3,-3,-12,-24,20,4,-3,2,2,-2,handOpen
-2,-1,7,32,43,59,38,7,-12,-1,13,9,-7,-5,-2,-5,handOpen
0,3,5,18,37,47,38,14,-3,10,-5,-25,-27,-56,-32,-12,handOpen
0,61,-3,-8,-16,-13,-4,6,16,90,15,37,60,9,6,5,handOpen
21,-128,6,18,3,-11,-11,-3,-29,-72,8,46,-25,4,2,-1,handOpen
-15,127,30,70,115,18,13,7,33,52,52,-25,54,22,10,8,handOpen
66,-73,-38,-95,92,42,13,0,0,-5,28,24,-79,-31,-24,-22,handOpen
