-128,-37,-52,-20,-24,-8,-18,-32,127,127,127,60,-8,22,73,95,handClose
-35,35,-114,-26,-44,-26,-18,-28,127,-88,-96,-5,14,40,16,31,handClose
-128,-113,-118,-8,-8,-17,-3,-15,-107,-98,-91,-37,-8,-48,-35,-16,handClose
-41,98,-128,-5,-29,-4,28,55,-11,125,45,35,-10,3,31,4,handClose
82,127,-51,-9,-27,-59,-18,32,-35,-128,-128,-23,31,-6,-7,-38,handClose
58,97,127,10,2,51,61,24,-8,18,127,12,-17,-17,25,56,handClose
81,74,127,-10,24,-9,-64,-70,127,42,84,-37,-5,26,-1,33,handClose
127,32,-128,-28,-32,7,-31,-11,-128,-14,88,47,38,18,5,-51,handClose
67,66,24,-2,-10,25,34,47,20,30,96,43,71,103,95,55,handClose
-66,-23,-128,-36,-37,-32,-55,-48,-128,112,73,-37,-1,10,-29,-31,handClose
19,66,-23,30,-30,-10,17,16,-60,-53,-126,-19,-15,-5,-23,-13,handClose
127,125,9,26,10,-12,24,124,127,6,-128,-32,-65,-42,-16,-4,handClose
-128,-65,-128,-12,-15,-11,-17,-40,-128,42,-4,42,104,127,105,2,handClose
-29,89,25,22,1,-1,24,7,12,12,20,-7,-2,0,3,-3,handClose
-69,-23,-65,-26,1,-6,-25,-22,-65,-4,45,41,6,19,28,15,handClose
111,-1,40,-16,-37,22,19,18,127,-122,-128,-19,-35,-29,-22,55,handClose
-45,-128,58,-11,4,-29,-31,-26,-100,-128,-37,5,44,-41,-22,-29,handClose
-128,29,54,25,17,6,7,-35,-128,56,60,4,-28,-55,6,7,handClose
127,35,-8,-8,-30,-56,-37,25,36,-37,-128,-81,13,-39,-60,-14,handClose
-17,18,10,-7,7,-10,-9,12,-23,22,106,9,-32,-27,-42,-35,handClose
19,-128,9,4,-1,-1,-6,2,127,-19,-35,-1,0,30,28,11,handClose
127,84,-121,17,14,-4,11,20,-128,-29,23,6,17,16,13,-8,handClose
-101,10,48,16,2,-14,-18,-5,31,38,-128,-40,-18,-43,-39,-6,handClose
1,-82,-87,-8,-19,-13,-6,2,-6,6,35,11,12,21,29,-7,handClose
-82,-3,13,31,-6,-12,-4,-27,-16,26,53,21,20,4,-1,1,handClose
59,69,-63,-73,-7,-4,5,29,-62,57,38,-3,-5,-1,7,-5,handClose
75,-39,-43,2,-22,-58,-52,-72,5,-13,-43,-11,-14,-14,-7,-19,handClose
-97,-8,-34,5,10,12,24,-22,-128,-45,-28,-44,-7,-13,-18,-20,handClose
-128,-126,-93,-4,8,-5,-41,-64,114,17,21,7,-2,-16,-2,20,handClose
93,127,127,19,26,-7,12,61,-128,-22,-7,-6,-3,-23,-24,-22,handClose
90,60,10,17,-31,-6,35,16,-57,21,37,15,-7,-8,1,3,handClose
127,-81,22,0,7,-29,-38,30,35,43,13,-14,-16,-8,-15,-5,handClose
-32,17,-4,-30,-15,7,14,4,-128,4,9,18,43,60,34,-27,handClose
-66,14,2,20,-1,1,18,-7,-71,12,-22,27,38,23,18,1,handClose
-107,-128,-50,-20,26,-24,-39,-27,14,-33,-61,-28,-6,-4,-29,-32,handClose
-19,9,19,12,-8,-2,0,-3,-59,-14,3,-12,-19,-1,-2,-5,handClose
38,5,-8,3,-2,-4,7,1,-3,-9,-12,9,32,56,27,3,handClose
-72,-60,-64,-20,-14,-24,-25,-8,-73,33,49,21,-19,-6,0,-8,handClose
101,-38,-27,-29,5,-6,8,37,-53,-38,-88,-48,-14,-36,-45,-19,handClose
-77,-34,12,-14,14,23,2,23,-23,15,45,5,-4,5,3,-5,handClose
127,14,-50,-17,9,4,-7,20,-4,5,4,16,-10,5,11,-17,handClose
-127,-13,13,-8,-37,-25,-7,-14,-28,-4,-16,-3,0,-9,-10,1,handClose
54,-13,16,-3,4,-9,0,-3,-26,-4,9,10,-4,10,7,-6,handClose
-76,6,5,19,-14,-12,-12,-47,61,66,67,16,-7,-3,17,37,handClose
