-8,-18,-91,-54,-23,-45,-1,87,22,-20,40,24,9,59,-27,-128,handClose
20,28,18,19,9,-30,-12,-128,8,-3,28,13,34,18,10,63,handClose
-6,1,4,-10,1,58,-17,41,-4,12,-5,23,-19,-128,-15,-44,handClose
15,-16,-53,-2,3,25,-1,-123,77,23,27,-20,-23,66,22,127,handClose
-16,20,6,22,10,14,55,93,-70,-43,-39,-26,-2,-31,-67,-128,handClose
4,-25,0,-23,-26,14,-30,127,3,10,15,11,5,-20,4,25,handClose
-17,-27,-26,-16,-5,-21,-19,-128,-13,11,-1,19,25,74,46,127,handClose
-11,-2,18,18,10,-30,0,-38,-4,9,35,-1,1,36,20,-128,handClose
28,12,-19,-17,11,-20,-15,100,-13,2,-12,-10,-21,-51,-20,90,handClose
-23,15,16,3,-24,11,0,-86,36,10,9,17,13,38,29,97,handClose
-2,0,19,4,27,7,-4,-107,-3,19,13,-2,-13,-16,-1,-11,handClose
-8,-16,-21,-5,-2,5,39,110,20,7,10,20,18,-66,-40,-57,handClose
65,23,-14,-12,1,-92,-13,27,29,14,-11,-11,-4,15,22,127,handClose
-1,14,8,20,0,127,22,-24,45,-5,-17,9,-18,-84,-21,-36,handClose
-80,-3,35,-14,-8,-44,-70,-24,-34,-19,-48,-29,5,-2,8,55,handClose
-24,8,69,64,49,127,78,127,-13,-2,7,-1,10,45,34,-9,handClose
-3,-28,-50,-51,1,-69,-44,-128,49,4,26,16,11,-72,27,127,handClose
-16,10,30,2,8,42,5,-66,21,4,-1,-22,3,-30,59,127,handClose
-41,-22,-69,17,-9,2,7,36,-11,-19,-78,-26,32,70,-59,-128,handClose
12,-13,16,-4,-32,32,27,14,-27,-3,29,2,-28,-111,-53,69,handClose
-7,-10,2,14,23,41,33,94,-2,18,-1,13,6,16,22,45,handClose
-7,10,19,-5,-20,-128,-30,-72,37,-2,11,11,4,29,20,26,handClose
-9,-15,-30,-22,26,67,-7,-106,50,32,64,21,20,-2,13,7,handClose
0,11,49,17,15,8,35,127,-61,-6,-63,-10,4,-56,-55,-85,handClose
47,-12,-124,-33,-11,84,26,-15,0,5,-15,1,-18,-17,-15,-34,handClose
-41,-14,24,3,5,-128,-47,64,-30,5,-51,4,24,13,49,116,handClose
-36,10,14,-15,-26,19,-16,-101,-25,12,23,6,-30,-69,-89,-128,handClose
-9,9,-9,30,5,-90,-33,-64,2,2,-4,-34,-12,56,26,127,handClose
-26,-12,44,-14,2,-34,-15,-98,-12,29,28,11,18,4,37,-39,handClose
1,6,-24,-15,-1,72,50,37,-28,-26,2,18,-16,-45,-25,31,handClose
-7,-3,30,17,15,16,1,-88,8,-4,-12,-24,-16,-46,-6,60,handClose
-62,-17,-16,-4,-10,-2,2,17,-55,-9,-13,-13,6,69,21,-94,handClose
28,-1,-18,-29,-14,32,-61,-128,-10,4,1,3,-9,-61,-36,-43,handClose
16,-18,-3,-34,-10,-83,40,75,-25,-6,33,26,-16,-24,-8,-100,handClose
-23,-10,-18,3,-12,118,4,-29,24,2,-28,-16,-10,18,7,65,handClose
