-34,21,-55,-112,-84,-74,-74,-65,3,-15,30,7,35,97,38,-53,handClose
-9,-24,50,22,64,-30,-75,-57,-27,1,-11,10,-25,-29,13,20,handClose
7,-24,-128,45,-128,127,106,96,35,1,-10,-46,-37,-20,2,-47,handClose
-8,30,20,-11,-1,-12,0,-42,-62,17,44,10,33,62,20,23,handClose
25,-4,51,39,48,3,2,-3,7,-31,31,-12,-6,-124,-128,-50,handClose
9,-12,-21,-72,-41,127,3,-8,-15,4,22,92,11,9,-5,0,handClose
16,27,30,22,61,127,58,25,15,-11,45,-12,57,53,30,34,handClose
24,-3,85,-17,32,7,-1,31,19,13,-12,-18,-61,-13,39,-7,handClose
29,10,-39,-30,-57,-88,-43,50,-20,-49,-100,-37,-7,-8,-52,-128,handClose
9,19,59,47,40,17,7,-85,36,11,67,28,10,-38,-4,-36,handClose
21,13,15,9,-78,-33,64,31,18,20,-53,-60,-58,-40,19,8,handClose
-19,15,-53,-40,-37,-58,-43,-28,21,-3,16,53,-12,-54,13,48,handClose
-70,-79,8,6,98,127,-20,50,6,-14,13,-37,24,127,37,-16,handClose
-44,-18,-53,-19,-37,-54,-10,2,-102,-55,-82,-29,25,-92,-128,-108,handClose
9,11,12,-23,2,-30,-8,2,66,23,13,-71,-5,-81,58,20,handClose
-6,-25,0,-51,16,1,13,-23,-45,-2,87,127,73,-63,-18,33,handClose
44,17,46,89,26,101,-15,32,-17,5,-58,18,-29,1,-18,6,handClose
13,10,3,-3,-40,-23,-6,34,-47,-79,-43,-28,74,105,37,2,handClose
12,-17,1,-14,23,40,16,5,23,-6,11,124,2,51,-12,104,handClose
9,-4,-42,-29,-63,-13,-4,-6,15,43,-54,-49,-127,-128,30,-10,handClose
15,33,6,-25,0,15,26,-17,19,-1,15,6,39,-81,-32,-24,handClose
-24,-9,83,19,63,127,55,-20,-29,-5,-48,-47,-71,-13,2,50,handClose
-9,-10,-91,-58,-70,-62,-28,-19,9,13,-13,-50,-17,3,-20,16,handClose
-6,5,16,33,17,1,-10,9,17,19,67,94,33,25,32,57,handClose
-12,-10,21,5,2,19,13,-128,-24,-43,-23,118,-35,-37,25,-128,handClose
-27,-9,-128,-73,-55,-51,-73,-120,-27,5,-11,-39,7,4,-14,-28,handClose
7,12,24,-53,-27,127,77,123,-12,-69,-3,46,11,-20,-26,-9,handClose
14,-1,64,5,66,23,36,43,15,21,-17,-64,-62,-11,31,65,handClose
0,7,-38,61,-45,-51,-35,-40,51,22,19,-19,15,11,2,6,handClose
-43,4,31,-10,18,82,25,14,52,22,67,18,-8,57,80,4,handClose
-12,-8,-22,-22,-4,-53,13,31,-22,15,-59,6,-27,-31,-12,-5,handClose
16,15,-42,-44,-35,-13,-11,-6,-51,-19,-2,-44,-37,-41,-48,7,handClose
6,-28,70,88,71,10,-49,38,2,-2,25,-9,16,74,-6,-84,handClose
6,-1,-68,-51,-55,-28,-1,23,4,-42,-128,-109,-57,-75,-33,22,handClose
-13,-9,-32,-16,1,6,-11,-8,-116,6,20,78,28,31,31,2,handClose
30,12,43,31,15,6,15,18,44,-6,44,15,87,127,82,-18,handClose
-11,-10,-20,-24,-8,-53,6,-32,16,4,-71,-40,-44,-57,-28,17,handClose
17,13,16,13,27,-24,-10,9,6,-2,4,-35,3,-28,-19,-65,handClose
-28,-7,25,-10,23,21,34,6,6,-10,25,31,43,60,48,44,handClose
-14,-9,-60,-20,-62,-35,-63,-36,8,-33,-128,-66,-42,-37,-76,-94,handClose
6,14,10,-63,25,14,7,-11,-24,6,41,17,28,39,11,-35,handClose
30,-1,75,-7,57,23,21,44,25,5,-72,-52,-66,-44,-12,10,handClose
-28,-5,-80,-46,-6,-97,-36,-7,-4,2,3,14,21,22,-1,-73,handClose
-10,-3,6,43,-3,-15,-8,-71,-6,-13,6,-16,-11,-80,-53,54,handClose
6,5,56,19,54,44,14,31,-11,-18,-7,66,54,127,65,29,handClose
14,22,-23,-51,-24,29,-25,-1,-19,0,-3,78,25,-29,-35,-18,handClose
